project,repo,company_name,activity_months,commit_weight,months_pct,engagement_score,company_type,repo_short,sponsor,commit_access,activity_scope
ibm,IBM/ibm-cloud-functions-data-processing-message-hub,Google Email,1,0,0.2,20,personal,ibm-cloud-functions-data-processing-message-hub,IBM,closed,unknown
ibm,IBM/ibm-cloud-functions-data-processing-message-hub,IBM,2,0,0.3,30,public,ibm-cloud-functions-data-processing-message-hub,IBM,closed,internal
ibm,IBM/ibm-cloud-functions-serverless-apis,GitHub,2,1,0.3,32,github,ibm-cloud-functions-serverless-apis,IBM,closed,unknown
ibm,IBM/ibm-cloud-functions-serverless-apis,IBM,1,1,0.2,22,public,ibm-cloud-functions-serverless-apis,IBM,closed,internal
ibm,IBM/ibm-cloud-functions-serverless-iot-openfridge,GitHub,4,0,0.7,70,github,ibm-cloud-functions-serverless-iot-openfridge,IBM,closed,unknown
ibm,IBM/ibm-cloud-functions-serverless-iot-openfridge,IBM,1,1,0.2,22,public,ibm-cloud-functions-serverless-iot-openfridge,IBM,closed,internal
ibm,IBM/ibm-cloud-functions-serverless-ocr-openchecks,GitHub,1,1,0.2,22,github,ibm-cloud-functions-serverless-ocr-openchecks,IBM,closed,unknown
ibm,IBM/ibm-cloud-functions-serverless-ocr-openchecks,IBM,1,1,0.2,22,public,ibm-cloud-functions-serverless-ocr-openchecks,IBM,closed,internal
ibm,IBM/ibm.github.io,GitHub,4,1,0.7,72,github,ibm.github.io,IBM,closed,unknown
ibm,IBM/ibm.github.io,Google Email,2,1,0.3,32,personal,ibm.github.io,IBM,closed,unknown
ibm,IBM/ibm.github.io,IBM,1,0,0.2,20,public,ibm.github.io,IBM,closed,internal
ibm,IBM/logmet-client-njs,GitHub,1,0,0.2,20,github,logmet-client-njs,IBM,closed,unknown
ibm,IBM/logmet-client-njs,Google Email,1,0,0.2,20,personal,logmet-client-njs,IBM,closed,unknown
ibm,IBM/message-catalog-manager,GitHub,3,2,0.5,54,github,message-catalog-manager,IBM,closed,unknown
ibm,IBM/message-catalog-manager,IBM,2,2,0.3,34,public,message-catalog-manager,IBM,closed,internal
ibm,IBM/node-i18n-utilities,GitHub,1,1,0.2,22,github,node-i18n-utilities,IBM,closed,unknown
ibm,IBM/node-i18n-utilities,IBM,2,1,0.3,32,public,node-i18n-utilities,IBM,closed,internal
ibm,IBM/pyxcli,GitHub,1,1,0.2,22,github,pyxcli,IBM,closed,unknown
ibm,IBM/pyxcli,IBM,1,1,0.2,22,public,pyxcli,IBM,closed,internal
ibm,IBM/serverless-home-automation,GitHub,3,2,0.5,54,github,serverless-home-automation,IBM,closed,unknown
ibm,IBM/serverless-home-automation,Google Email,1,1,0.2,22,personal,serverless-home-automation,IBM,closed,unknown
ibm,IBM/serverless-home-automation,IBM,2,1,0.3,32,public,serverless-home-automation,IBM,closed,internal
ibm,IBM/swift-enterprise-demo,GitHub,1,0,0.2,20,github,swift-enterprise-demo,IBM,closed,unknown
ibm,IBM/swift-enterprise-demo,IBM,1,0,0.2,20,public,swift-enterprise-demo,IBM,closed,internal
ibm-cloud,IBM-Cloud/bluechatter,GitHub,1,0,0.2,20,github,bluechatter,IBM,closed,unknown
ibm-cloud,IBM-Cloud/bluechatter,IBM,1,1,0.2,22,public,bluechatter,IBM,closed,internal
ibm-cloud,IBM-Cloud/box-watson,GitHub,1,0,0.2,20,github,box-watson,IBM,closed,unknown
ibm-cloud,IBM-Cloud/box-watson,IBM,1,1,0.2,22,public,box-watson,IBM,closed,internal
ibm-cloud,IBM-Cloud/get-started-python,GitHub,1,1,0.2,22,github,get-started-python,IBM,closed,unknown
ibm-cloud,IBM-Cloud/get-started-python,IBM,1,1,0.2,22,public,get-started-python,IBM,closed,internal
ibm-cloud,IBM-Cloud/gp-java-client,GitHub,2,0,0.3,30,github,gp-java-client,IBM,closed,unknown
ibm-cloud,IBM-Cloud/gp-java-client,IBM,2,1,0.3,32,public,gp-java-client,IBM,closed,internal
ibm-cloud,IBM-Cloud/gp-js-client,GitHub,4,1,0.7,72,github,gp-js-client,IBM,closed,unknown
ibm-cloud,IBM-Cloud/gp-js-client,IBM,4,1,0.7,72,public,gp-js-client,IBM,closed,internal
ibm-cloud,IBM-Cloud/gp-nodejs-sample,GitHub,1,0,0.2,20,github,gp-nodejs-sample,IBM,closed,unknown
ibm-watson-iot,ibm-watson-iot/blockchain-samples,GitHub,2,3,0.3,36,github,blockchain-samples,IBM,closed,unknown
ibm-watson-iot,ibm-watson-iot/blockchain-samples,IBM,1,0,0.2,20,public,blockchain-samples,IBM,closed,internal
ibm-watson-iot,ibm-watson-iot/iot-embeddedc,IBM,1,0,0.2,20,public,iot-embeddedc,IBM,closed,internal
ibm-watson-iot,ibm-watson-iot/iot-java,GitHub,2,1,0.3,32,github,iot-java,IBM,closed,unknown
ibm-watson-iot,ibm-watson-iot/iot-java,IBM,2,1,0.3,32,public,iot-java,IBM,closed,internal
ibm-watson-iot,ibm-watson-iot/iot-nodejs,GitHub,2,1,0.3,32,github,iot-nodejs,IBM,closed,unknown
ibm-watson-iot,ibm-watson-iot/iot-nodejs,IBM,1,1,0.2,22,public,iot-nodejs,IBM,closed,internal
ibm-watson-iot,ibm-watson-iot/iot-platform-apiv2-samples,GitHub,1,1,0.2,22,github,iot-platform-apiv2-samples,IBM,closed,unknown
ibm-watson-iot,ibm-watson-iot/iot-platform-apiv2-samples,IBM,1,2,0.2,24.000000000000004,public,iot-platform-apiv2-samples,IBM,closed,internal
ibm-watson-iot,ibm-watson-iot/iot-python,GitHub,2,0,0.3,30,github,iot-python,IBM,closed,unknown
ibm-watson-iot,ibm-watson-iot/iot-python,IBM,2,3,0.3,36,public,iot-python,IBM,closed,internal
ibm-watson-iot,ibm-watson-iot/rickshaw4iot,GitHub,1,1,0.2,22,github,rickshaw4iot,IBM,closed,unknown
ibmdatascience,IBMDataScience/datascix,Google Email,1,1,0.2,22,personal,datascix,IBM,closed,unknown
ibmdatascience,IBMDataScience/datascix,IBM,1,1,0.2,22,public,datascix,IBM,closed,internal
ibmdatascience,IBMDataScience/DSx-Desktop,GitHub,2,0,0.3,30,github,DSx-Desktop,IBM,closed,unknown
ibmdatascience,IBMDataScience/DSx-Desktop,Google Email,3,1,0.5,52,personal,DSx-Desktop,IBM,closed,unknown
ibmdatascience,IBMDataScience/DSx-Desktop,IBM,2,0,0.3,30,public,DSx-Desktop,IBM,closed,internal
ibmdatascience,IBMDataScience/dsx-shiny-apps,IBM,1,0,0.2,20,public,dsx-shiny-apps,IBM,closed,internal
ibmdatascience,IBMDataScience/sample-notebooks,IBM,3,3,0.5,56.00000000000001,public,sample-notebooks,IBM,closed,internal
ibmresearch,IBMResearch/code-sample,GitHub,2,3,0.3,36,github,code-sample,IBM,closed,unknown
ibmresearch,IBMResearch/hume,Google Email,1,1,0.2,22,personal,hume,IBM,closed,unknown
ibmresearch,IBMResearch/jlocke,GitHub,2,2,0.3,34,github,jlocke,IBM,closed,unknown
ibmresearch,IBMResearch/jlocke,Google Email,2,2,0.3,34,personal,jlocke,IBM,closed,unknown
ibmresearch,IBMResearch/kibana-bluemix,GitHub,1,0,0.2,20,github,kibana-bluemix,IBM,closed,unknown
ibmresearch,IBMResearch/kibana-bluemix,Google Email,1,1,0.2,22,personal,kibana-bluemix,IBM,closed,unknown
ibmresearch,IBMResearch/loopback-ibmresearch-mixin,Google Email,1,1,0.2,22,personal,loopback-ibmresearch-mixin,IBM,closed,unknown
intel,intel/buxton,GitHub,1,0,0.2,20,github,buxton,Intel,closed,unknown
intel,intel/buxton,Intel,1,0,0.2,20,public,buxton,Intel,closed,internal
intel,intel/dptf,Intel,1,0,0.2,20,public,dptf,Intel,closed,internal
intel,intel/intel-vaapi-driver,Intel,3,3,0.5,56.00000000000001,public,intel-vaapi-driver,Intel,closed,internal
intel,intel/libva,Intel,4,2,0.7,74,public,libva,Intel,closed,internal
intel,intel/libyami,Intel,5,1,0.8,82,public,libyami,Intel,closed,internal
intel,intel/luv-yocto,Intel,1,3,0.2,26,public,luv-yocto,Intel,closed,internal
intel,intel/numatop,GitHub,2,0,0.3,30,github,numatop,Intel,closed,unknown
intel,intel/numatop,IBM,1,0,0.2,20,public,numatop,Intel,closed,external
intel,intel/numatop,Intel,2,1,0.3,32,public,numatop,Intel,closed,internal
intel,intel/thermal_daemon,Intel,3,0,0.5,50,public,thermal_daemon,Intel,closed,internal
intel-analytics,intel-analytics/bigdl,GitHub,5,4,0.8,88,github,bigdl,Intel,closed,unknown
intel-analytics,intel-analytics/bigdl,Google Email,5,3,0.8,86.00000000000001,personal,bigdl,Intel,closed,unknown
intel-analytics,intel-analytics/bigdl,iCloud Email,3,2,0.5,54,personal,bigdl,Intel,closed,unknown
intel-analytics,intel-analytics/bigdl,Intel,5,3,0.8,86.00000000000001,public,bigdl,Intel,closed,internal
intel-analytics,intel-analytics/bigdl,QQ Email,2,1,0.3,32,personal,bigdl,Intel,closed,unknown
intel-analytics,intel-analytics/bigdl,University of Nottingham,2,0,0.3,30,education,bigdl,Intel,closed,external
intel-analytics,intel-analytics/bigdl,Yahoo Email,5,2,0.8,84.00000000000001,personal,bigdl,Intel,closed,unknown
intel-bigdata,Intel-bigdata/HDCS,GitHub,2,2,0.3,34,github,HDCS,Intel,closed,unknown
intel-bigdata,Intel-bigdata/HDCS,Intel,2,2,0.3,34,public,HDCS,Intel,closed,internal
intel-bigdata,Intel-bigdata/HLKVDS,GitHub,2,1,0.3,32,github,HLKVDS,Intel,closed,unknown
intel-bigdata,Intel-bigdata/HLKVDS,Intel,3,2,0.5,54,public,HLKVDS,Intel,closed,internal
intel-bigdata,Intel-bigdata/OAP,GitHub,2,3,0.3,36,github,OAP,Intel,closed,unknown
intel-bigdata,Intel-bigdata/OAP,Intel,2,2,0.3,34,public,OAP,Intel,closed,internal
intel-bigdata,Intel-bigdata/spark-adaptive,Apache Software Foundation,1,1,0.2,22,nonprofit,spark-adaptive,Intel,closed,external
intel-bigdata,Intel-bigdata/spark-adaptive,GitHub,2,0,0.3,30,github,spark-adaptive,Intel,closed,unknown
intel-bigdata,Intel-bigdata/spark-adaptive,Google Email,1,2,0.2,24.000000000000004,personal,spark-adaptive,Intel,closed,unknown
intel-bigdata,Intel-bigdata/spark-adaptive,Intel,3,2,0.5,54,public,spark-adaptive,Intel,closed,internal
intel-bigdata,Intel-bigdata/SSM,GitHub,2,1,0.3,32,github,SSM,Intel,closed,unknown
intel-bigdata,Intel-bigdata/SSM,Google Email,1,0,0.2,20,personal,SSM,Intel,closed,unknown
intel-bigdata,Intel-bigdata/SSM,Intel,1,2,0.2,24.000000000000004,public,SSM,Intel,closed,internal
intellabs,IntelLabs/hpat,Intel,1,3,0.2,26,public,hpat,Intel,closed,internal
intellabs,IntelLabs/HPAT.jl,Intel,1,0,0.2,20,public,HPAT.jl,Intel,closed,internal
intellabs,IntelLabs/numba,GitHub,1,3,0.2,26,github,numba,Intel,closed,unknown
intellabs,IntelLabs/numba,Google Email,1,2,0.2,24.000000000000004,personal,numba,Intel,closed,unknown
intellabs,IntelLabs/pmgd,Intel,1,3,0.2,26,public,pmgd,Intel,closed,internal
intellabs,IntelLabs/pWord2Vec,GitHub,1,0,0.2,20,github,pWord2Vec,Intel,closed,unknown
intellabs,IntelLabs/SkimCaffe,GitHub,2,0,0.3,30,github,SkimCaffe,Intel,closed,unknown
intellabs,IntelLabs/SkimCaffe,NetEase Email,1,0,0.2,20,personal,SkimCaffe,Intel,closed,unknown
intellabs,IntelLabs/vcl,GitHub,1,1,0.2,22,github,vcl,Intel,closed,unknown
intellabs,IntelLabs/vcl,Intel,1,1,0.2,22,public,vcl,Intel,closed,internal
intellabs,IntelLabs/vdms,GitHub,2,1,0.3,32,github,vdms,Intel,closed,unknown
intellabs,IntelLabs/vdms,Intel,2,3,0.3,36,public,vdms,Intel,closed,internal
keras-team,keras-team/keras,AIA Science,1,1,0.2,22,private,keras,Google,open,external
keras-team,keras-team/keras,Aw Young Qingzhuo,1,1,0.2,22,private,keras,Google,open,external
keras-team,keras-team/keras,"Birkbeck, University of London",1,1,0.2,22,education,keras,Google,open,external
keras-team,keras-team/keras,Bluewin,1,1,0.2,22,private,keras,Google,open,external
keras-team,keras-team/keras,Cornell University,1,1,0.2,22,education,keras,Google,open,external
keras-team,keras-team/keras,GitHub,5,3,0.8,86.00000000000001,github,keras,Google,open,unknown
keras-team,keras-team/keras,GMX Email,1,1,0.2,22,personal,keras,Google,open,unknown
keras-team,keras-team/keras,Google,4,2,0.7,74,public,keras,Google,open,internal
keras-team,keras-team/keras,Google Email,5,5,0.8,90,personal,keras,Google,open,unknown
keras-team,keras-team/keras,Hong,1,1,0.2,22,private,keras,Google,open,external
keras-team,keras-team/keras,Intel,1,1,0.2,22,public,keras,Google,open,external
keras-team,keras-team/keras,koeln_de,1,1,0.2,22,private,keras,Google,open,external
keras-team,keras-team/keras,Melinae,1,1,0.2,22,private,keras,Google,open,external
keras-team,keras-team/keras,Microsoft,1,1,0.2,22,public,keras,Google,open,external
keras-team,keras-team/keras,National Taiwan University,1,1,0.2,22,education,keras,Google,open,external
keras-team,keras-team/keras,Outlook.com Email,4,2,0.7,74,personal,keras,Google,open,unknown
keras-team,keras-team/keras,QQ Email,3,2,0.5,54,personal,keras,Google,open,unknown
keras-team,keras-team/keras,Sparkbit,1,1,0.2,22,private,keras,Google,open,external
keras-team,keras-team/keras,Stefano Cappellini,2,2,0.3,34,private,keras,Google,open,external
keras-team,keras-team/keras,ThoughtRiver,1,1,0.2,22,private,keras,Google,open,external
keras-team,keras-team/keras,Université de Sherbrooke,5,2,0.8,84.00000000000001,education,keras,Google,open,external
keras-team,keras-team/keras,University of Florida,1,1,0.2,22,education,keras,Google,open,external
keras-team,keras-team/keras,University of Victoria,1,1,0.2,22,education,keras,Google,open,external
keras-team,keras-team/keras,Yandex Email,1,1,0.2,22,personal,keras,Google,open,unknown
keras-team,keras-team/keras,NA,5,4,0.8,88,no domain record,keras,Google,open,unknown
keras-team,keras-team/keras-contrib,Apple Email,1,1,0.2,22,personal,keras-contrib,Google,open,unknown
keras-team,keras-team/keras-contrib,ekholabs,1,3,0.2,26,private,keras-contrib,Google,open,external
keras-team,keras-team/keras-contrib,GitHub,2,2,0.3,34,github,keras-contrib,Google,open,unknown
keras-team,keras-team/keras-contrib,Google Email,3,4,0.5,57.99999999999999,personal,keras-contrib,Google,open,unknown
keras-team,keras-team/keras-contrib,QQ Email,1,2,0.2,24.000000000000004,personal,keras-contrib,Google,open,unknown
keras-team,keras-team/keras-contrib,RWTH Aachen University,1,1,0.2,22,education,keras-contrib,Google,open,external
keras-team,keras-team/keras-docs-ja,Amazon.com,1,1,0.2,22,public,keras-docs-ja,Google,open,external
keras-team,keras-team/keras-docs-ja,GitHub,4,2,0.7,74,github,keras-docs-ja,Google,open,unknown
keras-team,keras-team/keras-docs-ja,Google Email,5,3,0.8,86.00000000000001,personal,keras-docs-ja,Google,open,unknown
keras-team,keras-team/keras-docs-ja,University of Tsukuba,2,2,0.3,34,education,keras-docs-ja,Google,open,external
keras-team,keras-team/keras-docs-ja,NA,2,2,0.3,34,no domain record,keras-docs-ja,Google,open,unknown
keras-team,keras-team/keras-docs-zh,GitHub,5,3,0.8,86.00000000000001,github,keras-docs-zh,Google,open,unknown
keras-team,keras-team/keras-docs-zh,Google,2,1,0.3,32,public,keras-docs-zh,Google,open,internal
keras-team,keras-team/keras-docs-zh,Google Email,2,3,0.3,36,personal,keras-docs-zh,Google,open,unknown
keras-team,keras-team/keras-docs-zh,Outlook.com Email,5,2,0.8,84.00000000000001,personal,keras-docs-zh,Google,open,unknown
keras-team,keras-team/keras-docs-zh,QQ Email,3,3,0.5,56.00000000000001,personal,keras-docs-zh,Google,open,unknown
keras-team,keras-team/keras-docs-zh,NA,2,1,0.3,32,no domain record,keras-docs-zh,Google,open,unknown
keras-team,keras-team/keras-preprocessing,Google Email,1,4,0.2,28.000000000000004,personal,keras-preprocessing,Google,open,unknown
kubeflow,kubeflow/batch-predict,GitHub,2,1,0.3,32,github,batch-predict,Community Project,open,unknown
kubeflow,kubeflow/batch-predict,Google,1,1,0.2,22,public,batch-predict,Community Project,open,external
kubeflow,kubeflow/batch-predict,Google Email,1,1,0.2,22,personal,batch-predict,Community Project,open,unknown
kubeflow,kubeflow/batch-predict,NA,1,1,0.2,22,no domain record,batch-predict,Community Project,open,unknown
kubeflow,kubeflow/caffe2-operator,GitHub,2,1,0.3,32,github,caffe2-operator,Community Project,open,unknown
kubeflow,kubeflow/caffe2-operator,Google Email,2,1,0.3,32,personal,caffe2-operator,Community Project,open,unknown
kubeflow,kubeflow/caffe2-operator,NA,1,1,0.2,22,no domain record,caffe2-operator,Community Project,open,unknown
kubeflow,kubeflow/community,Apple Email,3,1,0.5,52,personal,community,Community Project,open,unknown
kubeflow,kubeflow/community,Caicloud,2,2,0.3,34,private,community,Community Project,open,external
kubeflow,kubeflow/community,Carol Willing,1,2,0.2,24.000000000000004,private,community,Community Project,open,external
kubeflow,kubeflow/community,datawire.io,1,1,0.2,22,private,community,Community Project,open,external
kubeflow,kubeflow/community,GitHub,4,1,0.7,72,github,community,Community Project,open,unknown
kubeflow,kubeflow/community,Google,2,3,0.3,36,public,community,Community Project,open,external
kubeflow,kubeflow/community,Google Email,3,3,0.5,56.00000000000001,personal,community,Community Project,open,unknown
kubeflow,kubeflow/community,Intel,1,2,0.2,24.000000000000004,public,community,Community Project,open,external
kubeflow,kubeflow/community,Kris Nova,1,1,0.2,22,private,community,Community Project,open,external
kubeflow,kubeflow/community,Outlook.com Email,1,2,0.2,24.000000000000004,personal,community,Community Project,open,unknown
kubeflow,kubeflow/community,Red Hat,2,1,0.3,32,public,community,Community Project,open,external
kubeflow,kubeflow/community,Rummble,1,1,0.2,22,private,community,Community Project,open,external
kubeflow,kubeflow/community,Uber,1,1,0.2,22,private,community,Community Project,open,external
kubeflow,kubeflow/community,Yahoo Email,1,1,0.2,22,personal,community,Community Project,open,unknown
kubeflow,kubeflow/community,NA,4,2,0.7,74,no domain record,community,Community Project,open,unknown
kubeflow,kubeflow/example-seldon,GitHub,1,1,0.2,22,github,example-seldon,Community Project,open,unknown
kubeflow,kubeflow/example-seldon,Seldon,3,5,0.5,60,private,example-seldon,Community Project,open,external
kubeflow,kubeflow/examples,Carol Willing,1,1,0.2,22,private,examples,Community Project,open,external
kubeflow,kubeflow/examples,GitHub,4,4,0.7,77.99999999999999,github,examples,Community Project,open,unknown
kubeflow,kubeflow/examples,Google,3,3,0.5,56.00000000000001,public,examples,Community Project,open,external
kubeflow,kubeflow/examples,Google Email,4,2,0.7,74,personal,examples,Community Project,open,unknown
kubeflow,kubeflow/examples,NA,4,2,0.7,74,no domain record,examples,Community Project,open,unknown
kubeflow,kubeflow/internal-acls,GitHub,1,2,0.2,24.000000000000004,github,internal-acls,Community Project,open,unknown
kubeflow,kubeflow/internal-acls,NA,1,3,0.2,26,no domain record,internal-acls,Community Project,open,unknown
kubeflow,kubeflow/katib,GitHub,2,4,0.3,38,github,katib,Community Project,open,unknown
kubeflow,kubeflow/katib,Google,2,1,0.3,32,public,katib,Community Project,open,external
kubeflow,kubeflow/katib,Google Email,2,4,0.3,38,personal,katib,Community Project,open,unknown
kubeflow,kubeflow/katib,Lyft,1,1,0.2,22,private,katib,Community Project,open,external
kubeflow,kubeflow/katib,NetEase Email,2,1,0.3,32,personal,katib,Community Project,open,unknown
kubeflow,kubeflow/katib,Outlook.com Email,2,4,0.3,38,personal,katib,Community Project,open,unknown
kubeflow,kubeflow/katib,NA,1,1,0.2,22,no domain record,katib,Community Project,open,unknown
kubeflow,kubeflow/kubebench,GitHub,2,1,0.3,32,github,kubebench,Community Project,open,unknown
kubeflow,kubeflow/kubebench,Google Email,1,1,0.2,22,personal,kubebench,Community Project,open,unknown
kubeflow,kubeflow/kubebench,NetEase Email,1,1,0.2,22,personal,kubebench,Community Project,open,unknown
kubeflow,kubeflow/kubebench,МФТИ,1,1,0.2,22,private,kubebench,Community Project,open,external
kubeflow,kubeflow/kubebench,NA,1,1,0.2,22,no domain record,kubebench,Community Project,open,unknown
kubeflow,kubeflow/kubeflow,Apple Email,2,1,0.3,32,personal,kubeflow,Community Project,open,unknown
kubeflow,kubeflow/kubeflow,Caicloud,1,2,0.2,24.000000000000004,private,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,Carol Willing,2,2,0.3,34,private,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,Georgia Tech,1,1,0.2,22,education,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,GitHub,5,4,0.8,88,github,kubeflow,Community Project,open,unknown
kubeflow,kubeflow/kubeflow,Google,5,4,0.8,88,public,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,Google Email,5,4,0.8,88,personal,kubeflow,Community Project,open,unknown
kubeflow,kubeflow/kubeflow,Intel,3,2,0.5,54,public,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,Microsoft,1,1,0.2,22,public,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,Outlook.com Email,3,2,0.5,54,personal,kubeflow,Community Project,open,unknown
kubeflow,kubeflow/kubeflow,QQ Email,1,1,0.2,22,personal,kubeflow,Community Project,open,unknown
kubeflow,kubeflow/kubeflow,Red Hat,4,2,0.7,74,public,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,Sabancı University,1,1,0.2,22,education,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,Seldon,3,1,0.5,52,private,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,Uber,2,3,0.3,36,private,kubeflow,Community Project,open,external
kubeflow,kubeflow/kubeflow,Yahoo Email,2,2,0.3,34,personal,kubeflow,Community Project,open,unknown
kubeflow,kubeflow/kubeflow,Yandex Email,1,2,0.2,24.000000000000004,personal,kubeflow,Community Project,open,unknown
kubeflow,kubeflow/kubeflow,NA,5,5,0.8,90,no domain record,kubeflow,Community Project,open,unknown
kubeflow,kubeflow/mpi-operator,GitHub,1,1,0.2,22,github,mpi-operator,Community Project,open,unknown
kubeflow,kubeflow/mpi-operator,NA,1,1,0.2,22,no domain record,mpi-operator,Community Project,open,unknown
kubeflow,kubeflow/pipelines,GitHub,1,3,0.2,26,github,pipelines,Community Project,open,unknown
kubeflow,kubeflow/pipelines,NA,1,1,0.2,22,no domain record,pipelines,Community Project,open,unknown
kubeflow,kubeflow/pytorch-operator,GitHub,3,2,0.5,54,github,pytorch-operator,Community Project,open,unknown
kubeflow,kubeflow/pytorch-operator,Google,2,1,0.3,32,public,pytorch-operator,Community Project,open,external
kubeflow,kubeflow/pytorch-operator,Google Email,3,4,0.5,57.99999999999999,personal,pytorch-operator,Community Project,open,unknown
kubeflow,kubeflow/pytorch-operator,NA,1,1,0.2,22,no domain record,pytorch-operator,Community Project,open,unknown
kubeflow,kubeflow/reporting,GitHub,1,1,0.2,22,github,reporting,Community Project,open,unknown
kubeflow,kubeflow/reporting,NA,2,3,0.3,36,no domain record,reporting,Community Project,open,unknown
kubeflow,kubeflow/testing,GitHub,5,4,0.8,88,github,testing,Community Project,open,unknown
kubeflow,kubeflow/testing,Google,4,3,0.7,76,public,testing,Community Project,open,external
kubeflow,kubeflow/testing,Google Email,3,1,0.5,52,personal,testing,Community Project,open,unknown
kubeflow,kubeflow/testing,Outlook.com Email,1,1,0.2,22,personal,testing,Community Project,open,unknown
kubeflow,kubeflow/testing,Red Hat,2,1,0.3,32,public,testing,Community Project,open,external
kubeflow,kubeflow/testing,Yandex Email,1,1,0.2,22,personal,testing,Community Project,open,unknown
kubeflow,kubeflow/testing,NA,5,3,0.8,86.00000000000001,no domain record,testing,Community Project,open,unknown
kubeflow,kubeflow/tf-operator,Caicloud,3,2,0.5,54,private,tf-operator,Community Project,open,external
kubeflow,kubeflow/tf-operator,GitHub,5,4,0.8,88,github,tf-operator,Community Project,open,unknown
kubeflow,kubeflow/tf-operator,Google,4,2,0.7,74,public,tf-operator,Community Project,open,external
kubeflow,kubeflow/tf-operator,Google Email,5,3,0.8,86.00000000000001,personal,tf-operator,Community Project,open,unknown
kubeflow,kubeflow/tf-operator,Outlook.com Email,5,3,0.8,86.00000000000001,personal,tf-operator,Community Project,open,unknown
kubeflow,kubeflow/tf-operator,ProtonMail Email,2,1,0.3,32,personal,tf-operator,Community Project,open,unknown
kubeflow,kubeflow/tf-operator,QQ Email,1,1,0.2,22,personal,tf-operator,Community Project,open,unknown
kubeflow,kubeflow/tf-operator,Red Hat,1,1,0.2,22,public,tf-operator,Community Project,open,external
kubeflow,kubeflow/tf-operator,Yahoo Email,1,1,0.2,22,personal,tf-operator,Community Project,open,unknown
kubeflow,kubeflow/tf-operator,NA,5,2,0.8,84.00000000000001,no domain record,tf-operator,Community Project,open,unknown
kubeflow,kubeflow/website,Apple Email,1,1,0.2,22,personal,website,Community Project,open,unknown
kubeflow,kubeflow/website,Carol Willing,1,1,0.2,22,private,website,Community Project,open,external
kubeflow,kubeflow/website,GitHub,2,2,0.3,34,github,website,Community Project,open,unknown
kubeflow,kubeflow/website,Google,2,1,0.3,32,public,website,Community Project,open,external
kubeflow,kubeflow/website,Outlook.com Email,1,1,0.2,22,personal,website,Community Project,open,unknown
kubeflow,kubeflow/website,QQ Email,1,2,0.2,24.000000000000004,personal,website,Community Project,open,unknown
kubeflow,kubeflow/website,Red Hat,2,3,0.3,36,public,website,Community Project,open,external
kubeflow,kubeflow/website,NA,2,2,0.3,34,no domain record,website,Community Project,open,unknown
liteos,LiteOS/LiteOS,GitHub,2,3,0.3,36,github,LiteOS,Huawei,closed,unknown
liteos,LiteOS/LiteOS_Connect_to_3rd_Cloud,GitHub,1,3,0.2,26,github,LiteOS_Connect_to_3rd_Cloud,Huawei,closed,unknown
liteos,LiteOS/LiteOS_Connect_to_3rd_Cloud,NetEase Email,1,1,0.2,22,personal,LiteOS_Connect_to_3rd_Cloud,Huawei,closed,unknown
liteos,LiteOS/LiteOS_Connect_to_3rd_Cloud,QQ Email,1,1,0.2,22,personal,LiteOS_Connect_to_3rd_Cloud,Huawei,closed,unknown
liteos,LiteOS/LiteOS_Connect_to_3rd_Cloud,Sina Email,1,0,0.2,20,personal,LiteOS_Connect_to_3rd_Cloud,Huawei,closed,unknown
liteos,LiteOS/LiteOS_Partner_Development_Kits,GitHub,2,1,0.3,32,github,LiteOS_Partner_Development_Kits,Huawei,closed,unknown
liteos,LiteOS/LiteOS_Partner_Development_Kits,NetEase Email,1,1,0.2,22,personal,LiteOS_Partner_Development_Kits,Huawei,closed,unknown
microsoft,microsoft/cntk,GitHub,4,2,0.7,74,github,cntk,Microsoft,closed,unknown
microsoft,microsoft/cntk,Google Email,5,2,0.8,84.00000000000001,personal,cntk,Microsoft,closed,unknown
microsoft,microsoft/cntk,Microsoft,5,3,0.8,86.00000000000001,public,cntk,Microsoft,closed,internal
microsoft,microsoft/cntk,Outlook.com Email,2,1,0.3,32,personal,cntk,Microsoft,closed,unknown
microsoft,microsoft/cntk,QQ Email,1,0,0.2,20,personal,cntk,Microsoft,closed,unknown
microsoft,microsoft/cntk,SUALAB,1,0,0.2,20,private,cntk,Microsoft,closed,external
nvidia,NVIDIA/caffe,GitHub,2,1,0.3,32,github,caffe,NVIDIA,closed,unknown
nvidia,NVIDIA/caffe,NVIDIA,2,3,0.3,36,public,caffe,NVIDIA,closed,internal
nvidia,NVIDIA/cbootimage,NVIDIA,1,0,0.2,20,public,cbootimage,NVIDIA,closed,internal
nvidia,NVIDIA/gdrcopy,GitHub,1,0,0.2,20,github,gdrcopy,NVIDIA,closed,unknown
nvidia,NVIDIA/gdrcopy,NVIDIA,2,0,0.3,30,public,gdrcopy,NVIDIA,closed,internal
